id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente
1659,32,Masculino,Joia,Acessórios,66,Alaska,S,Rosa,Primavera,4.1,Não,Cartão de Débito,Retirada na loja,Sim,Sim,47,Dinheiro,Semanalmente
1660,53,Masculino,Luvas,Acessórios,37,Utah,M,Preto,Outono,3.9,Não,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,44,Venmo,Anualmente
1661,59,Masculino,Camiseta,Roupas,45,Louisiana,L,Amarelo,Inverno,4.1,Não,Venmo,Padrão,Sim,Sim,37,Venmo,Por mês
1662,64,Masculino,Luvas,Acessórios,86,Iowa,S,Bege,Verão,2.7,Não,Cartão de Crédito,Envio em 2 dias,Sim,Sim,21,Cartão de Débito,Trimestral
1663,63,Masculino,Oculos de sol,Acessórios,24,New Mexico,M,Oliva,Inverno,4.6,Não,Cartão de Débito,Frete grátis,Sim,Sim,46,Cartão de Débito,Quinzenal
1664,43,Masculino,Camisa,Roupas,22,Maine,XL,Ouro,Verão,3.5,Não,Dinheiro,Padrão,Sim,Sim,1,Dinheiro,Bimensalmente
1665,19,Masculino,Bolsa,Acessórios,53,Minnesota,M,Roxo,Primavera,5.0,Não,PayPal,Entrega aérea no dia seguinte,Sim,Sim,35,PayPal,Semanalmente
1666,40,Masculino,Jaqueta,Agasalhos,41,New Mexico,L,Rosa,Outono,3.4,Não,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,49,Venmo,Por mês
1667,51,Masculino,Saia,Roupas,64,Arkansas,M,Azul,Verão,3.1,Não,Dinheiro,Retirada na loja,Sim,Sim,47,PayPal,Anualmente
1668,51,Masculino,Bolsa,Acessórios,40,Oklahoma,L,Marrom,Inverno,3.4,Não,Transferência Bancária,Envio em 2 dias,Sim,Sim,24,Transferência Bancária,A cada 3 meses
1669,66,Masculino,Blusa,Roupas,33,Utah,L,Carvão,Verão,4.0,Não,Cartão de Crédito,Padrão,Sim,Sim,28,Cartão de Débito,Quinzenal
1670,42,Masculino,Camiseta,Roupas,59,Wisconsin,L,Marrom,Inverno,2.7,Não,PayPal,Retirada na loja,Sim,Sim,22,Transferência Bancária,Trimestral
1671,22,Masculino,Calça,Roupas,73,Utah,L,Ciano,Outono,3.6,Não,Venmo,Frete grátis,Sim,Sim,20,Dinheiro,Semanalmente
1672,31,Masculino,Capuz,Roupas,22,Utah,M,Oliva,Inverno,4.0,Não,PayPal,Frete grátis,Sim,Sim,25,Transferência Bancária,Semanalmente
1673,18,Masculino,Botas,Calçados,73,South Carolina,L,Ouro,Outono,3.8,Não,Cartão de Débito,Frete grátis,Sim,Sim,15,Venmo,Trimestral
1674,21,Masculino,Blusa,Roupas,62,Hawaii,M,Violeta,Outono,3.4,Não,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,49,Venmo,Bimensalmente
1675,35,Masculino,Casaco,Agasalhos,56,Alaska,M,Pêssego,Inverno,3.2,Não,PayPal,Frete grátis,Sim,Sim,10,Cartão de Débito,Quinzenal
1676,35,Masculino,Calça,Roupas,90,Colorado,M,Bege,Primavera,4.7,Não,Venmo,Entrega aérea no dia seguinte,Sim,Sim,21,Cartão de Crédito,Anualmente
1677,27,Masculino,Oculos de sol,Acessórios,44,West Virginia,M,Ciano,Inverno,3.1,Não,PayPal,Entrega aérea no dia seguinte,Sim,Sim,34,Transferência Bancária,Semanalmente
1678,65,Masculino,Jeans,Roupas,35,Oregon,L,Prata,Verão,3.3,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,41,Cartão de Débito,Semanalmente
1679,41,Masculino,Calça,Roupas,71,Ohio,S,Magenta,Verão,4.8,Não,PayPal,Envio em 2 dias,Não,Não,30,Venmo,Quinzenal
1680,60,Masculino,Vestido,Roupas,52,Massachusetts,S,Preto,Outono,4.5,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,24,Cartão de Débito,Bimensalmente
1681,61,Masculino,Sapatos,Calçados,37,Louisiana,M,Oliva,Verão,3.4,Não,Cartão de Crédito,Retirada na loja,Não,Não,6,Cartão de Crédito,Anualmente
1682,24,Masculino,Tênis,Calçados,95,Virginia,L,Verde,Inverno,3.7,Não,Dinheiro,Envio em 2 dias,Não,Não,14,Cartão de Crédito,Bimensalmente
1683,65,Masculino,Meias,Roupas,97,New York,M,Amarelo,Outono,4.9,Não,Venmo,Envio em 2 dias,Não,Não,37,Cartão de Crédito,Bimensalmente
1684,23,Masculino,Casaco,Agasalhos,57,Arkansas,S,Lavanda,Primavera,3.5,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,37,Venmo,Trimestral
1685,30,Masculino,Camisa,Roupas,93,New Mexico,M,Índigo,Primavera,4.6,Não,Dinheiro,Padrão,Não,Não,28,PayPal,Semanalmente
1686,33,Masculino,Blusa,Roupas,48,Minnesota,M,Rosa,Inverno,4.6,Não,Venmo,Padrão,Não,Não,43,PayPal,Bimensalmente
1687,22,Masculino,Luvas,Acessórios,75,Illinois,L,Vermelho,Outono,4.2,Não,Cartão de Crédito,Retirada na loja,Não,Não,25,Dinheiro,Anualmente
1688,67,Masculino,Saia,Roupas,70,Georgia,S,Magenta,Inverno,3.7,Não,Venmo,Frete grátis,Não,Não,4,PayPal,Anualmente
1689,28,Masculino,Bolsa,Acessórios,26,Mississippi,S,Pêssego,Inverno,3.0,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,13,Venmo,Quinzenal
1690,32,Masculino,Camisa,Roupas,73,North Carolina,L,Turquesa,Inverno,4.6,Não,Cartão de Crédito,Retirada na loja,Não,Não,32,Transferência Bancária,Por mês
1691,40,Masculino,Casaco,Agasalhos,30,Nevada,M,Preto,Verão,3.2,Não,Dinheiro,Frete grátis,Não,Não,1,Dinheiro,Anualmente
1692,64,Masculino,Sapatos,Calçados,61,Connecticut,L,Azul,Verão,3.5,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,4,Dinheiro,Anualmente
1693,56,Masculino,Bolsa,Acessórios,75,Utah,M,Bege,Inverno,2.6,Não,Cartão de Débito,Padrão,Não,Não,33,Dinheiro,Bimensalmente
1694,63,Masculino,Jaqueta,Agasalhos,88,Tennessee,XL,Oliva,Outono,4.9,Não,Venmo,Padrão,Não,Não,45,Transferência Bancária,Quinzenal
1695,20,Masculino,Camisa,Roupas,67,Mississippi,M,Turquesa,Verão,2.7,Não,Cartão de Crédito,Expresso,Não,Não,20,Cartão de Débito,Quinzenal
1696,54,Masculino,Chapéu,Acessórios,95,Nebraska,S,Amarelo,Outono,4.7,Não,Venmo,Envio em 2 dias,Não,Não,1,PayPal,Quinzenal
1697,31,Masculino,Oculos de sol,Acessórios,69,West Virginia,S,Turquesa,Primavera,4.0,Não,Transferência Bancária,Frete grátis,Não,Não,7,Cartão de Crédito,Bimensalmente
1698,36,Masculino,Camisa,Roupas,87,South Carolina,L,Lavanda,Outono,3.5,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,48,Cartão de Crédito,A cada 3 meses
1699,25,Masculino,Cinto,Acessórios,41,Iowa,XL,Turquesa,Inverno,4.8,Não,Cartão de Crédito,Padrão,Não,Não,46,Transferência Bancária,Trimestral
1700,20,Masculino,Suéter,Roupas,67,North Dakota,L,Azul-petrolio,Primavera,4.0,Não,Transferência Bancária,Frete grátis,Não,Não,34,Cartão de Débito,Anualmente
1701,62,Masculino,Capuz,Roupas,70,West Virginia,L,Preto,Outono,4.1,Não,Cartão de Crédito,Expresso,Não,Não,36,Transferência Bancária,Por mês
1702,69,Masculino,Bolsa,Acessórios,41,Mississippi,XL,Azul,Inverno,3.8,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,44,Cartão de Débito,A cada 3 meses
1703,54,Masculino,Jeans,Roupas,83,Alabama,XL,Amarelo,Verão,5.0,Não,Cartão de Débito,Expresso,Não,Não,48,Transferência Bancária,Semanalmente
1704,39,Masculino,Mochila,Acessórios,22,California,M,Preto,Primavera,4.0,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,12,Transferência Bancária,Anualmente
1705,56,Masculino,Tênis,Calçados,20,Idaho,M,Lavanda,Verão,3.9,Não,Transferência Bancária,Retirada na loja,Não,Não,19,Dinheiro,A cada 3 meses
1706,39,Masculino,Joia,Acessórios,29,South Dakota,L,Ciano,Verão,3.4,Não,Venmo,Envio em 2 dias,Não,Não,49,Venmo,Bimensalmente
1707,37,Masculino,Oculos de sol,Acessórios,87,North Dakota,M,Marrom,Primavera,3.0,Não,Cartão de Crédito,Padrão,Não,Não,25,Venmo,Quinzenal
1708,25,Masculino,Shorts,Roupas,81,Nevada,L,Marrom,Outono,4.9,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,25,Dinheiro,Bimensalmente
1709,35,Masculino,Botas,Calçados,58,Florida,L,Ciano,Primavera,3.2,Não,Transferência Bancária,Expresso,Não,Não,1,Cartão de Crédito,Trimestral
1710,45,Masculino,Saia,Roupas,83,Indiana,M,Rosa,Inverno,3.8,Não,Venmo,Padrão,Não,Não,19,Transferência Bancária,Anualmente
1711,19,Masculino,Calça,Roupas,59,Arkansas,XL,Laranja,Outono,3.8,Não,Cartão de Débito,Retirada na loja,Não,Não,7,Cartão de Crédito,Trimestral
1712,21,Masculino,Camiseta,Roupas,93,North Carolina,M,Lavanda,Primavera,4.7,Não,Cartão de Débito,Expresso,Não,Não,19,Cartão de Crédito,Por mês
1713,65,Masculino,Camiseta,Roupas,87,Illinois,S,Bege,Outono,3.8,Não,Cartão de Débito,Envio em 2 dias,Não,Não,9,Dinheiro,Quinzenal
1714,49,Masculino,Jaqueta,Agasalhos,22,Missouri,M,Rosa,Inverno,4.6,Não,Venmo,Frete grátis,Não,Não,37,PayPal,Trimestral
1715,30,Masculino,Jeans,Roupas,71,South Dakota,S,Carvão,Verão,4.4,Não,Transferência Bancária,Padrão,Não,Não,15,Dinheiro,Por mês
1716,23,Masculino,Vestido,Roupas,69,Idaho,XL,Cinza,Primavera,3.4,Não,PayPal,Envio em 2 dias,Não,Não,30,PayPal,Bimensalmente
1717,69,Masculino,Blusa,Roupas,47,Connecticut,M,Ciano,Inverno,4.7,Não,Venmo,Padrão,Não,Não,30,Dinheiro,A cada 3 meses
1718,29,Masculino,Capuz,Roupas,50,Hawaii,L,Laranja,Verão,2.9,Não,Dinheiro,Expresso,Não,Não,16,Cartão de Débito,Bimensalmente
1719,54,Masculino,Camiseta,Roupas,96,Maryland,L,Rosa,Inverno,3.4,Não,Dinheiro,Envio em 2 dias,Não,Não,14,PayPal,A cada 3 meses
1720,45,Masculino,Suéter,Roupas,39,Maryland,M,Branco,Inverno,3.2,Não,Venmo,Frete grátis,Não,Não,8,Venmo,Trimestral
1721,25,Masculino,Shorts,Roupas,84,Massachusetts,S,Bege,Inverno,2.8,Não,Dinheiro,Expresso,Não,Não,40,Cartão de Débito,Bimensalmente
1722,34,Masculino,Joia,Acessórios,28,Delaware,S,Magenta,Primavera,4.3,Não,Venmo,Frete grátis,Não,Não,24,Cartão de Crédito,Por mês
1723,46,Masculino,Camiseta,Roupas,51,Massachusetts,L,Violeta,Verão,3.3,Não,Dinheiro,Padrão,Não,Não,14,Dinheiro,Quinzenal
1724,70,Masculino,Lenço,Acessórios,20,New York,XL,Ouro,Primavera,3.3,Não,Transferência Bancária,Padrão,Não,Não,39,PayPal,Anualmente
1725,42,Masculino,Sapatos,Calçados,72,Delaware,S,Azul-petrolio,Inverno,3.3,Não,PayPal,Frete grátis,Não,Não,21,PayPal,Semanalmente
1726,45,Masculino,Oculos de sol,Acessórios,33,Massachusetts,M,Índigo,Primavera,3.0,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,32,Venmo,Trimestral
1727,57,Masculino,Casaco,Agasalhos,28,Indiana,S,Oliva,Verão,2.8,Não,Cartão de Crédito,Expresso,Não,Não,45,Cartão de Débito,Semanalmente
1728,49,Masculino,Blusa,Roupas,53,Virginia,S,Violeta,Primavera,4.0,Não,Cartão de Crédito,Expresso,Não,Não,19,PayPal,Por mês
1729,23,Masculino,Jeans,Roupas,48,Wyoming,L,Preto,Outono,4.3,Não,Cartão de Débito,Expresso,Não,Não,1,Cartão de Débito,A cada 3 meses
1730,47,Masculino,Shorts,Roupas,21,Illinois,M,Marrom,Inverno,3.8,Não,Venmo,Retirada na loja,Não,Não,12,Venmo,Quinzenal
1731,23,Masculino,Camisa,Roupas,22,Alabama,S,Prata,Outono,4.2,Não,Dinheiro,Frete grátis,Não,Não,26,Cartão de Crédito,Semanalmente
1732,21,Masculino,Mochila,Acessórios,87,Idaho,M,Cinza,Outono,3.1,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,12,Dinheiro,Por mês
1733,45,Masculino,Cinto,Acessórios,50,Rhode Island,S,Carvão,Inverno,2.6,Não,Dinheiro,Frete grátis,Não,Não,36,Dinheiro,A cada 3 meses
1734,67,Masculino,Blusa,Roupas,85,New York,L,Preto,Verão,3.4,Não,Transferência Bancária,Expresso,Não,Não,22,Cartão de Crédito,Anualmente
1735,31,Masculino,Jeans,Roupas,98,Missouri,L,Marrom,Primavera,3.1,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,16,PayPal,Trimestral
1736,58,Masculino,Vestido,Roupas,34,Texas,M,Roxo,Inverno,3.6,Não,Cartão de Débito,Expresso,Não,Não,31,Venmo,Anualmente
1737,57,Masculino,Shorts,Roupas,61,Tennessee,M,Roxo,Verão,2.6,Não,Dinheiro,Envio em 2 dias,Não,Não,43,Dinheiro,Trimestral
1738,42,Masculino,Joia,Acessórios,98,Ohio,L,Cinza,Verão,4.2,Não,Transferência Bancária,Retirada na loja,Não,Não,50,Venmo,Bimensalmente
1739,60,Masculino,Bolsa,Acessórios,61,Tennessee,M,Verde,Primavera,2.9,Não,PayPal,Envio em 2 dias,Não,Não,37,Cartão de Crédito,Semanalmente
1740,21,Masculino,Joia,Acessórios,98,Minnesota,L,Prata,Inverno,4.2,Não,Cartão de Crédito,Expresso,Não,Não,23,Dinheiro,Semanalmente
1741,69,Masculino,Calça,Roupas,21,Wisconsin,L,Carvão,Outono,3.3,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,10,Transferência Bancária,A cada 3 meses
1742,41,Masculino,Calça,Roupas,51,Delaware,XL,Azul-petrolio,Inverno,3.6,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,20,Transferência Bancária,Por mês
1743,51,Masculino,Sandálias,Calçados,80,Kansas,XL,Branco,Primavera,4.3,Não,Cartão de Crédito,Expresso,Não,Não,18,Venmo,A cada 3 meses
1744,23,Masculino,Saia,Roupas,72,Missouri,XL,Marrom,Inverno,3.3,Não,Cartão de Débito,Padrão,Não,Não,3,Transferência Bancária,Semanalmente
1745,57,Masculino,Oculos de sol,Acessórios,63,Michigan,L,Azul-petrolio,Inverno,3.0,Não,PayPal,Padrão,Não,Não,23,PayPal,Semanalmente
1746,40,Masculino,Saia,Roupas,27,West Virginia,L,Vermelho,Inverno,3.6,Não,Cartão de Crédito,Retirada na loja,Não,Não,27,Dinheiro,Semanalmente
1747,65,Masculino,Bolsa,Acessórios,44,Alabama,L,Marrom,Verão,3.1,Não,Transferência Bancária,Retirada na loja,Não,Não,44,Transferência Bancária,Quinzenal
1748,61,Masculino,Casaco,Agasalhos,23,New Hampshire,M,Amarelo,Inverno,2.9,Não,Dinheiro,Expresso,Não,Não,41,Venmo,Trimestral
1749,34,Masculino,Saia,Roupas,93,Montana,L,Azul-petrolio,Inverno,3.9,Não,Transferência Bancária,Envio em 2 dias,Não,Não,41,Transferência Bancária,Anualmente
1750,43,Masculino,Capuz,Roupas,70,Wyoming,L,Rosa,Outono,3.2,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,36,Cartão de Débito,A cada 3 meses
1751,31,Masculino,Oculos de sol,Acessórios,85,Missouri,M,Branco,Outono,3.1,Não,Cartão de Crédito,Expresso,Não,Não,38,Venmo,A cada 3 meses
1752,57,Masculino,Suéter,Roupas,40,Ohio,M,Prata,Inverno,3.2,Não,PayPal,Envio em 2 dias,Não,Não,34,Dinheiro,Anualmente
1753,34,Masculino,Botas,Calçados,29,South Dakota,L,Azul,Inverno,3.3,Não,Cartão de Débito,Retirada na loja,Não,Não,14,Venmo,Trimestral
1754,25,Masculino,Saia,Roupas,27,Colorado,L,Preto,Outono,4.8,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,23,Cartão de Crédito,Quinzenal
1755,66,Masculino,Vestido,Roupas,93,Massachusetts,S,Bege,Outono,3.8,Não,Cartão de Débito,Envio em 2 dias,Não,Não,18,Cartão de Crédito,Quinzenal
1756,56,Masculino,Cinto,Acessórios,20,Delaware,XL,Carvão,Primavera,4.6,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,45,Dinheiro,Por mês
1757,49,Masculino,Joia,Acessórios,55,New Hampshire,S,Ciano,Outono,2.8,Não,PayPal,Frete grátis,Não,Não,14,Transferência Bancária,Semanalmente
1758,19,Masculino,Vestido,Roupas,94,Michigan,L,Amarelo,Outono,3.6,Não,Transferência Bancária,Padrão,Não,Não,48,Cartão de Débito,Anualmente
1759,27,Masculino,Chapéu,Acessórios,56,Pennsylvania,M,Prata,Inverno,4.3,Não,Cartão de Débito,Frete grátis,Não,Não,17,Venmo,Bimensalmente
1760,68,Masculino,Suéter,Roupas,58,Louisiana,L,Verde,Primavera,4.0,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,1,PayPal,Semanalmente
1761,20,Masculino,Saia,Roupas,44,Minnesota,XL,Pêssego,Primavera,3.5,Não,Cartão de Crédito,Padrão,Não,Não,39,PayPal,Semanalmente
1762,21,Masculino,Capuz,Roupas,95,Hawaii,S,Verde,Outono,4.9,Não,PayPal,Envio em 2 dias,Não,Não,24,Dinheiro,Semanalmente
1763,36,Masculino,Sandálias,Calçados,42,Idaho,M,Marrom,Verão,3.1,Não,Cartão de Crédito,Expresso,Não,Não,41,Transferência Bancária,Quinzenal
1764,37,Masculino,Joia,Acessórios,93,Vermont,M,Lavanda,Inverno,3.9,Não,Venmo,Retirada na loja,Não,Não,28,PayPal,Anualmente
1765,61,Masculino,Vestido,Roupas,56,Delaware,M,Carvão,Verão,3.0,Não,PayPal,Retirada na loja,Não,Não,34,Venmo,Trimestral
1766,68,Masculino,Capuz,Roupas,88,New Mexico,M,Laranja,Primavera,4.1,Não,Transferência Bancária,Envio em 2 dias,Não,Não,41,Venmo,Trimestral
1767,60,Masculino,Suéter,Roupas,54,Alaska,S,Ciano,Inverno,4.3,Não,Venmo,Envio em 2 dias,Não,Não,27,Dinheiro,Bimensalmente
1768,69,Masculino,Joia,Acessórios,89,Minnesota,L,Lavanda,Outono,3.8,Não,PayPal,Envio em 2 dias,Não,Não,46,Cartão de Débito,Quinzenal
1769,25,Masculino,Sandálias,Calçados,45,Nebraska,M,Índigo,Verão,3.9,Não,Venmo,Envio em 2 dias,Não,Não,2,PayPal,A cada 3 meses
1770,32,Masculino,Meias,Roupas,75,Alaska,L,Marrom,Inverno,4.3,Não,Cartão de Crédito,Frete grátis,Não,Não,45,Dinheiro,Por mês
1771,53,Masculino,Mochila,Acessórios,22,Michigan,M,Rosa,Outono,4.3,Não,Cartão de Crédito,Expresso,Não,Não,34,Transferência Bancária,Semanalmente
1772,46,Masculino,Camisa,Roupas,82,Indiana,XL,Turquesa,Outono,4.7,Não,Cartão de Crédito,Retirada na loja,Não,Não,9,Cartão de Crédito,Anualmente
1773,58,Masculino,Sapatos,Calçados,34,Hawaii,M,Ouro,Verão,3.1,Não,PayPal,Envio em 2 dias,Não,Não,1,Transferência Bancária,Anualmente
1774,21,Masculino,Casaco,Agasalhos,92,West Virginia,M,Azul,Verão,2.7,Não,Dinheiro,Frete grátis,Não,Não,17,PayPal,Anualmente
1775,46,Masculino,Suéter,Roupas,78,New York,M,Lavanda,Primavera,3.7,Não,Transferência Bancária,Expresso,Não,Não,6,PayPal,Semanalmente
1776,18,Masculino,Jaqueta,Agasalhos,47,Iowa,M,Violeta,Primavera,3.3,Não,Transferência Bancária,Envio em 2 dias,Não,Não,12,Dinheiro,Bimensalmente
1777,56,Masculino,Jaqueta,Agasalhos,64,Arizona,L,Ciano,Verão,3.4,Não,Transferência Bancária,Frete grátis,Não,Não,10,Venmo,A cada 3 meses
1778,18,Masculino,Tênis,Calçados,44,Minnesota,L,Roxo,Inverno,4.7,Não,Dinheiro,Frete grátis,Não,Não,4,Dinheiro,Quinzenal
1779,49,Masculino,Cinto,Acessórios,94,Texas,M,Vermelho,Inverno,4.9,Não,Cartão de Débito,Retirada na loja,Não,Não,8,Cartão de Débito,Bimensalmente
1780,29,Masculino,Lenço,Acessórios,62,Virginia,M,Carvão,Inverno,4.3,Não,Transferência Bancária,Frete grátis,Não,Não,41,Venmo,Semanalmente
1781,67,Masculino,Joia,Acessórios,81,North Dakota,S,Cinza,Verão,4.2,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,49,Cartão de Crédito,Semanalmente
1782,31,Masculino,Camiseta,Roupas,33,Iowa,M,Rosa,Outono,3.7,Não,PayPal,Expresso,Não,Não,49,Transferência Bancária,Trimestral
1783,52,Masculino,Calça,Roupas,88,Utah,M,Lavanda,Outono,2.7,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,40,Transferência Bancária,Quinzenal
1784,42,Masculino,Bolsa,Acessórios,49,Ohio,L,Lavanda,Inverno,3.3,Não,Dinheiro,Frete grátis,Não,Não,30,Cartão de Crédito,Por mês
1785,32,Masculino,Mochila,Acessórios,31,Louisiana,L,Amarelo,Verão,4.8,Não,Dinheiro,Padrão,Não,Não,4,Cartão de Débito,Trimestral
1786,47,Masculino,Luvas,Acessórios,29,Iowa,S,Pêssego,Outono,4.1,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,22,Venmo,Por mês
1787,45,Masculino,Jaqueta,Agasalhos,34,Maryland,M,Marrom,Primavera,4.6,Não,Cartão de Débito,Envio em 2 dias,Não,Não,22,Venmo,Por mês
1788,20,Masculino,Suéter,Roupas,38,Montana,L,Ouro,Outono,4.9,Não,Transferência Bancária,Envio em 2 dias,Não,Não,10,Transferência Bancária,Trimestral
1789,66,Masculino,Blusa,Roupas,41,Illinois,L,Rosa,Verão,3.1,Não,PayPal,Retirada na loja,Não,Não,23,Dinheiro,Bimensalmente
1790,52,Masculino,Blusa,Roupas,34,Arizona,L,Pêssego,Primavera,3.0,Não,PayPal,Envio em 2 dias,Não,Não,43,Cartão de Débito,Trimestral
1791,50,Masculino,Luvas,Acessórios,26,North Carolina,S,Violeta,Verão,3.7,Não,Cartão de Crédito,Retirada na loja,Não,Não,31,PayPal,Bimensalmente
1792,62,Masculino,Jeans,Roupas,98,Montana,S,Roxo,Inverno,4.0,Não,Cartão de Débito,Retirada na loja,Não,Não,38,Dinheiro,Anualmente
1793,38,Masculino,Tênis,Calçados,59,Iowa,M,Pêssego,Outono,3.0,Não,Transferência Bancária,Expresso,Não,Não,22,Cartão de Débito,A cada 3 meses
1794,65,Masculino,Chapéu,Acessórios,92,Iowa,S,Branco,Outono,3.8,Não,Cartão de Débito,Retirada na loja,Não,Não,45,Dinheiro,A cada 3 meses
1795,60,Masculino,Mochila,Acessórios,40,Ohio,L,Índigo,Primavera,3.7,Não,Transferência Bancária,Expresso,Não,Não,21,Cartão de Débito,Quinzenal
1796,68,Masculino,Jeans,Roupas,20,Wisconsin,S,Violeta,Outono,4.0,Não,Cartão de Débito,Envio em 2 dias,Não,Não,9,Cartão de Débito,Quinzenal
1797,62,Masculino,Saia,Roupas,35,South Carolina,S,Marrom,Primavera,3.1,Não,Cartão de Débito,Retirada na loja,Não,Não,34,Venmo,Semanalmente
1798,62,Masculino,Cinto,Acessórios,35,Oregon,L,Marrom,Primavera,3.9,Não,PayPal,Envio em 2 dias,Não,Não,26,Venmo,Semanalmente
1799,40,Masculino,Vestido,Roupas,82,North Dakota,L,Magenta,Inverno,3.7,Não,Cartão de Crédito,Expresso,Não,Não,1,Dinheiro,Semanalmente
1800,32,Masculino,Capuz,Roupas,48,California,M,Carvão,Outono,3.9,Não,Cartão de Débito,Expresso,Não,Não,47,Venmo,Semanalmente
1801,22,Masculino,Casaco,Agasalhos,58,Mississippi,XL,Índigo,Inverno,2.7,Não,Dinheiro,Expresso,Não,Não,30,Cartão de Crédito,Semanalmente
1802,33,Masculino,Suéter,Roupas,57,New Jersey,M,Turquesa,Primavera,3.9,Não,Cartão de Crédito,Expresso,Não,Não,48,Cartão de Débito,Quinzenal
1803,57,Masculino,Shorts,Roupas,96,Rhode Island,L,Turquesa,Inverno,2.6,Não,Transferência Bancária,Retirada na loja,Não,Não,31,Venmo,Bimensalmente
1804,60,Masculino,Tênis,Calçados,97,New Hampshire,S,Cinza,Verão,3.5,Não,PayPal,Frete grátis,Não,Não,33,Venmo,Quinzenal
1805,30,Masculino,Suéter,Roupas,42,Louisiana,L,Pêssego,Inverno,4.4,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,39,Cartão de Crédito,Semanalmente
1806,41,Masculino,Camiseta,Roupas,62,Arizona,L,Ouro,Primavera,4.9,Não,Venmo,Retirada na loja,Não,Não,46,Cartão de Débito,Semanalmente
1807,58,Masculino,Bolsa,Acessórios,67,Rhode Island,M,Verde,Outono,3.9,Não,Cartão de Crédito,Padrão,Não,Não,24,Venmo,Anualmente
1808,34,Masculino,Tênis,Calçados,46,Vermont,L,Ouro,Verão,3.5,Não,PayPal,Padrão,Não,Não,37,Venmo,Quinzenal
1809,67,Masculino,Jaqueta,Agasalhos,71,Tennessee,M,Lavanda,Primavera,4.3,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,7,Cartão de Débito,Por mês
1810,58,Masculino,Mochila,Acessórios,99,Alaska,S,Azul,Outono,3.4,Não,Cartão de Crédito,Frete grátis,Não,Não,6,Cartão de Débito,Quinzenal
1811,41,Masculino,Jeans,Roupas,28,Maryland,M,Magenta,Outono,2.7,Não,Cartão de Crédito,Padrão,Não,Não,16,Dinheiro,Bimensalmente
1812,42,Masculino,Cinto,Acessórios,77,Wisconsin,L,Azul,Verão,3.6,Não,Transferência Bancária,Padrão,Não,Não,33,Transferência Bancária,Anualmente
1813,50,Masculino,Botas,Calçados,63,Nevada,S,Azul,Verão,4.9,Não,Venmo,Expresso,Não,Não,18,PayPal,Bimensalmente
1814,40,Masculino,Shorts,Roupas,62,Illinois,M,Oliva,Primavera,3.5,Não,Cartão de Crédito,Frete grátis,Não,Não,24,PayPal,Semanalmente
1815,32,Masculino,Jeans,Roupas,92,Montana,M,Branco,Verão,3.8,Não,Cartão de Débito,Frete grátis,Não,Não,24,Dinheiro,Trimestral
1816,51,Masculino,Sapatos,Calçados,72,New Mexico,L,Branco,Inverno,4.5,Não,Venmo,Envio em 2 dias,Não,Não,48,Cartão de Crédito,A cada 3 meses
1817,26,Masculino,Chapéu,Acessórios,79,Virginia,M,Roxo,Verão,4.0,Não,Venmo,Expresso,Não,Não,4,Dinheiro,Semanalmente
1818,32,Masculino,Camiseta,Roupas,27,Delaware,M,Branco,Verão,4.7,Não,Cartão de Crédito,Frete grátis,Não,Não,20,Dinheiro,Semanalmente
1819,58,Masculino,Oculos de sol,Acessórios,39,North Carolina,M,Branco,Outono,3.8,Não,Cartão de Crédito,Expresso,Não,Não,47,Cartão de Débito,A cada 3 meses
1820,51,Masculino,Meias,Roupas,86,Nevada,S,Pêssego,Primavera,4.5,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,50,Dinheiro,Trimestral
